Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
4,3,7,2,N,H,N,B,B,E,12,J,B,10,3,A,R,N,54,16,N,3,B,1,34,1,8,4,Y,N,E,1,1
1,11,6,1,W,I,N,B,B,E,8,J,B,5,2,A,R,N,77,13,Y,17,A,1,31,1,19,1,Y,N,E,1,12
1,14,17,6,W,I,N,B,B,F,12,H,B,10,1,A,J,Y,84,15,N,11,A,2,25,1,1,1,Y,Y,E,2,4
20,19,16,2,B,K,N,B,B,E,8,H,C,20,3,A,R,N,30,16,Y,8,C,2,28,1,6,6,Y,N,E,2,1
16,11,7,3,N,K,N,B,B,F,8,K,B,10,1,A,P,N,85,18,N,14,A,1,37,1,20,1,Y,N,C,1,2
4,3,14,3,N,A,N,B,B,D,8,B,B,20,1,A,B,N,43,13,N,10,A,2,28,1,3,1,Y,N,D,2,1
1,4,4,3,N,K,N,B,B,F,3,J,B,10,2,A,R,N,21,6,N,7,A,2,37,1,15,7,Y,N,E,5,3
1,3,12,3,N,A,Y,B,B,B,12,B,B,5,1,A,B,Y,95,12,N,20,A,1,31,1,4,6,Y,Y,E,1,3
5,7,16,2,B,A,N,B,B,B,3,A,B,15,3,A,H,N,89,12,N,6,A,5,31,1,7,3,Y,N,D,7,3
7,2,17,4,N,A,N,B,B,D,12,L,B,10,1,A,B,Y,63,12,Y,14,C,2,34,1,1,4,Y,Y,C,2,5
1,12,16,5,W,C,Y,B,B,D,7,L,B,20,1,A,E,N,80,8,N,5,B,3,22,2,4,6,Y,N,E,3,1
7,18,1,1,N,B,N,B,B,D,2,B,B,10,1,C,I,N,75,10,N,3,B,1,40,1,2,4,N,N,C,2,1
1,4,19,1,S,A,N,B,B,D,12,B,B,20,3,A,E,N,15,9,Y,8,A,2,37,1,20,6,N,N,E,2,1
4,5,18,2,S,I,N,B,B,E,12,I,B,15,3,A,K,N,26,7,N,14,A,2,37,1,1,6,N,N,A,2,11
1,19,15,6,B,A,N,B,B,D,12,B,B,15,3,A,E,N,27,10,N,15,A,3,34,1,4,4,Y,N,E,3,6
4,9,1,1,N,C,Y,B,B,D,12,B,B,15,1,A,I,N,53,9,N,3,B,2,40,1,16,4,N,N,A,4,1
4,12,5,3,N,K,N,B,B,E,7,H,B,20,1,A,R,Y,58,10,Y,11,C,2,28,1,17,4,Y,Y,E,3,4
4,13,12,8,E,C,Y,B,B,D,12,L,B,15,2,W,E,N,85,6,N,13,B,3,25,1,5,6,Y,N,C,3,1
4,5,18,3,B,A,N,B,B,D,3,B,B,10,3,A,B,Y,88,8,N,15,A,2,40,1,13,3,Y,Y,E,2,6
29,18,19,2,N,B,N,B,B,D,7,L,B,10,1,A,D,N,38,8,N,14,A,2,25,1,16,4,N,N,A,2,9
1,17,12,1,B,H,N,B,B,E,12,H,B,10,1,C,R,N,68,9,N,16,B,1,37,1,17,6,N,N,A,2,1
1,19,15,2,N,H,N,B,B,D,3,B,B,15,1,A,B,N,32,11,Y,7,C,1,28,1,13,4,Y,N,E,5,1
16,3,21,7,E,K,N,C,B,E,7,J,B,20,1,A,R,N,66,18,N,20,A,2,31,1,24,5,N,N,C,2,3
4,6,15,2,N,A,N,B,B,B,12,B,B,15,2,A,B,N,26,12,Y,9,B,2,40,1,15,4,N,N,A,3,1
4,8,20,3,N,C,N,B,B,D,2,B,B,5,1,A,A,N,29,15,Y,6,C,2,34,1,16,7,N,N,E,5,1
1,17,2,1,S,I,Y,B,B,E,3,N,B,10,2,A,R,N,85,9,N,22,A,1,31,1,21,4,Y,N,C,1,12
1,17,12,1,N,K,N,B,B,E,7,H,B,15,3,A,K,N,54,7,N,14,A,2,37,1,21,7,N,N,A,2,3
5,9,9,3,B,C,Y,B,B,B,3,B,B,10,3,A,B,N,60,16,N,6,B,2,34,1,2,7,N,N,A,2,1
2,7,14,5,B,I,Y,B,B,E,12,H,B,15,1,A,J,Y,88,9,Y,6,A,2,31,1,1,1,Y,Y,E,2,6
1,17,8,1,B,A,Y,B,B,D,3,B,B,20,1,A,I,N,31,7,N,4,B,1,40,1,15,4,N,N,A,1,1
7,19,19,2,E,H,Y,B,B,D,7,E,B,15,1,A,I,N,25,21,Y,12,A,2,37,1,20,7,Y,N,E,2,3
4,19,7,5,N,K,N,D,B,E,3,N,B,10,3,A,K,N,48,22,Y,10,A,2,28,2,9,3,Y,N,C,2,1
1,10,15,1,N,H,Y,B,C,D,3,L,B,20,1,A,E,N,49,10,Y,14,A,1,31,1,16,6,Y,N,C,1,5
7,7,8,5,B,A,Y,B,B,D,3,L,D,20,3,A,B,N,81,8,N,9,A,2,37,1,1,7,Y,N,E,2,1
5,1,8,3,C,H,Y,B,B,E,7,H,B,20,1,A,K,N,29,12,Y,5,B,1,22,1,21,3,N,N,E,4,7
1,12,3,2,N,K,N,B,B,E,2,H,B,10,1,A,R,N,44,11,Y,12,A,2,28,1,9,6,Y,N,E,3,3
1,11,18,4,B,I,Y,B,B,E,2,H,B,15,1,A,K,N,53,18,N,10,A,3,40,1,1,3,N,N,A,3,7
1,8,15,1,W,K,N,B,B,E,3,H,B,15,1,A,M,N,52,13,N,9,C,2,40,1,8,5,Y,N,E,2,1
5,17,10,3,B,I,Y,B,B,E,12,H,D,15,2,A,R,N,74,10,Y,8,A,3,31,1,19,7,N,N,A,3,3
4,13,19,2,B,I,N,B,B,E,2,J,B,15,1,A,K,N,41,14,N,14,A,1,37,1,19,6,Y,N,E,1,3
1,12,18,3,N,A,Y,B,B,D,3,L,B,10,1,A,I,N,38,12,Y,10,A,3,34,1,11,7,Y,N,D,4,5
11,8,18,2,B,H,N,B,B,D,3,L,B,20,2,A,D,N,54,19,N,19,A,1,31,1,21,6,Y,N,D,1,11
3,8,23,1,N,C,Y,B,B,D,3,L,B,15,1,A,I,N,52,16,N,18,A,1,40,1,12,5,Y,N,D,1,2
6,10,23,4,N,H,N,B,B,D,8,L,B,15,1,H,I,N,23,21,Y,11,A,1,40,1,15,7,Y,N,C,1,5
2,6,6,4,C,K,N,B,B,E,8,H,B,15,1,A,K,Y,69,6,Y,16,C,2,28,1,1,2,Y,Y,E,2,4
2,12,19,1,N,C,Y,B,B,D,12,L,B,10,3,A,I,N,57,21,N,8,B,3,40,1,4,4,Y,N,E,3,1
10,11,8,5,N,K,Y,B,B,E,12,J,B,20,1,A,R,Y,71,18,N,9,A,2,28,1,13,4,Y,Y,E,2,2
4,3,14,2,C,A,N,B,B,D,7,B,D,10,1,F,B,N,45,8,N,15,A,4,34,1,20,3,Y,N,C,4,9
4,10,16,1,N,C,Y,B,B,D,12,L,B,10,1,A,I,Y,94,21,N,11,A,4,34,1,1,7,Y,Y,E,4,2
1,6,6,4,B,A,N,B,B,D,12,B,B,10,3,A,I,Y,96,7,Y,7,C,2,37,1,23,2,Y,Y,E,2,1
1,12,19,6,N,B,N,B,B,D,12,L,B,20,1,A,I,N,21,13,Y,8,B,2,22,1,12,4,N,N,A,2,1
1,13,6,4,N,C,Y,B,B,D,12,L,B,20,3,A,I,N,43,24,Y,9,A,2,40,1,19,2,Y,N,E,3,1
1,12,21,6,E,C,N,A,B,D,3,L,B,10,1,D,I,N,80,18,N,17,A,2,25,1,25,6,Y,N,E,2,10
4,6,5,3,B,K,N,B,B,E,7,H,B,15,3,A,N,N,17,10,N,4,A,1,40,1,11,1,N,N,A,3,2
1,12,16,4,N,K,Y,B,B,E,3,H,B,10,2,A,K,N,9,12,Y,17,A,2,40,1,3,1,Y,N,D,2,1
4,15,9,4,N,C,N,B,D,D,12,B,B,20,1,A,A,Y,37,12,N,14,A,3,31,1,25,5,Y,Y,C,3,4
7,19,15,4,W,C,N,B,B,D,8,E,A,10,3,A,E,N,66,17,N,19,A,3,37,1,21,6,Y,N,C,3,11
5,1,23,6,N,K,Y,B,B,E,8,H,B,20,1,A,N,N,38,22,N,16,A,2,31,1,21,6,Y,N,C,1,8
5,16,18,3,B,K,Y,B,B,E,3,H,B,20,1,A,K,Y,52,11,N,11,C,2,37,1,2,7,Y,Y,E,2,1
5,10,20,5,N,C,Y,B,B,D,8,L,B,20,2,A,I,Y,75,15,N,5,C,2,37,1,16,4,N,Y,E,4,1
1,18,9,6,N,A,Y,B,C,B,3,B,B,5,1,A,B,N,98,11,N,13,A,1,31,1,10,6,Y,N,E,1,7
2,13,21,6,N,C,Y,B,B,D,7,B,A,15,1,A,D,N,60,23,N,4,B,2,34,1,9,4,N,N,A,2,1
1,6,10,1,B,A,N,B,B,D,12,B,B,10,3,A,A,N,40,9,N,4,A,2,34,1,15,3,Y,N,E,2,3
1,11,19,1,N,H,Y,B,B,E,12,H,B,5,3,A,N,N,46,16,N,10,B,1,34,1,14,7,N,N,A,1,1
1,1,18,5,C,A,Y,B,B,D,12,B,B,15,1,A,A,N,25,13,Y,11,B,2,31,1,21,3,N,N,E,2,5
2,4,13,2,N,B,N,B,B,D,12,B,B,15,1,A,B,N,94,9,N,9,A,2,25,1,16,3,Y,N,E,2,2
4,6,18,2,B,A,Y,B,B,D,8,B,B,10,1,A,B,Y,51,9,N,6,A,2,34,1,3,4,Y,Y,E,3,3
1,19,9,1,N,B,N,B,B,D,7,B,B,15,1,A,E,N,32,8,N,13,B,1,37,1,8,5,N,N,A,1,1
1,3,6,4,N,K,Y,B,D,E,8,J,B,10,1,A,K,N,16,8,Y,6,A,2,28,1,1,7,N,N,A,4,3
1,3,5,3,N,C,N,B,B,D,12,B,B,10,1,A,B,N,57,14,N,8,B,2,31,1,9,3,N,N,A,2,1
16,14,17,4,N,K,N,B,B,E,12,H,B,20,1,A,O,Y,67,9,N,11,C,2,34,1,7,2,Y,Y,E,3,1
1,7,14,2,B,I,Y,B,B,E,12,J,B,10,1,A,K,N,39,9,N,10,A,1,40,1,14,7,Y,N,E,2,6
4,14,19,9,W,I,Y,B,A,E,3,H,B,20,3,W,K,N,81,19,Y,10,A,2,37,1,17,6,Y,N,C,2,8
1,18,2,1,N,H,N,B,B,E,12,H,B,20,3,A,R,N,48,18,N,8,B,1,37,1,8,3,Y,N,E,1,1
1,4,10,5,B,I,Y,B,B,E,3,H,B,15,3,A,M,N,64,9,N,17,A,2,31,1,9,4,Y,N,E,2,2
1,14,18,1,N,C,N,B,B,D,3,B,B,20,1,A,I,N,100,19,N,18,A,2,28,1,13,5,Y,N,E,2,11
6,14,11,1,N,K,N,B,B,E,12,H,B,15,1,A,K,N,29,19,N,15,A,2,31,1,21,1,N,N,A,2,6
1,14,17,6,N,C,Y,B,B,D,3,L,B,5,1,A,I,N,94,22,N,4,A,2,37,1,23,4,Y,N,E,2,1
1,9,10,1,N,K,Y,B,B,E,3,K,B,10,1,A,R,N,91,13,N,16,A,1,34,1,18,4,Y,N,E,1,6
1,14,7,5,G,K,N,B,B,E,2,J,B,20,1,C,R,N,82,20,N,16,A,2,22,1,25,6,Y,N,D,2,5
1,13,24,7,B,H,Y,B,C,E,8,J,C,15,1,A,M,N,28,26,Y,7,B,4,22,1,19,3,Y,N,E,6,1
3,3,17,1,C,K,Y,B,B,F,7,J,B,20,3,A,R,N,76,11,Y,13,A,1,25,1,4,7,N,N,A,1,9
7,7,15,4,B,A,N,B,B,B,12,B,B,20,1,A,B,N,59,11,Y,7,B,2,40,1,10,7,N,N,A,5,1
1,14,13,3,N,H,Y,B,B,D,12,B,B,5,3,A,I,N,82,10,N,6,A,1,40,1,15,7,Y,N,E,3,3
7,6,11,7,B,I,N,B,B,E,12,H,B,10,3,A,R,N,65,10,Y,11,A,3,37,1,1,4,Y,N,E,3,1
10,11,6,3,E,K,N,B,B,E,12,H,D,15,2,A,J,Y,54,13,N,15,C,4,28,2,13,7,Y,Y,C,4,1
1,2,19,4,C,A,N,B,A,B,8,F,B,10,2,A,A,N,45,20,Y,4,D,2,31,1,22,1,Y,N,E,3,6
3,12,19,4,N,H,Y,B,D,E,8,J,B,15,1,A,R,N,48,13,N,3,B,2,37,1,9,3,N,N,A,2,1
1,6,15,1,B,A,Y,B,B,D,7,B,B,15,3,A,B,N,9,7,Y,5,A,2,37,1,21,4,Y,N,E,2,2
4,8,13,1,N,K,Y,B,B,E,3,H,B,20,1,A,K,N,97,17,N,15,C,2,40,1,17,4,Y,N,E,2,1
12,4,20,3,E,K,N,B,B,E,8,H,B,15,2,A,K,N,64,16,N,7,A,2,31,1,14,6,N,N,A,2,2
3,3,16,2,N,K,Y,B,B,F,12,H,B,20,1,A,M,N,58,24,N,6,A,2,22,1,11,6,Y,N,E,2,2
5,14,14,4,W,C,Y,B,B,D,12,B,B,5,1,A,B,Y,85,15,N,14,A,7,37,2,1,6,Y,Y,E,7,10
4,2,6,4,C,A,N,B,B,D,2,B,B,20,1,N,D,N,52,11,N,14,B,4,22,1,12,7,Y,N,E,4,1
1,7,15,2,B,A,N,B,B,D,12,L,B,15,1,A,I,N,40,8,N,3,B,1,25,1,7,3,N,N,A,1,1
4,13,3,2,G,K,Y,B,B,E,3,J,B,20,3,A,K,N,48,16,N,8,A,1,31,1,2,3,Y,N,D,1,3
1,9,6,4,N,C,N,B,B,D,8,B,B,10,1,A,B,N,93,11,N,9,A,2,40,1,19,3,Y,N,E,4,5
4,5,16,2,B,I,Y,B,B,E,8,J,B,20,1,A,K,N,99,7,N,5,A,2,37,1,5,1,Y,N,E,2,1
7,15,18,5,N,C,Y,B,B,D,12,A,B,10,1,A,I,N,36,12,N,5,B,2,37,1,2,1,N,N,A,5,1
1,8,1,1,B,C,Y,B,D,B,8,B,B,20,1,A,C,N,62,15,N,9,A,2,34,1,17,6,Y,N,E,3,1
1,6,17,5,B,I,Y,B,B,E,8,H,B,10,2,A,R,N,67,8,Y,4,A,1,31,1,10,3,Y,N,E,1,1
3,5,15,5,B,A,Y,B,B,D,12,B,B,15,3,A,B,N,59,8,N,13,A,2,40,1,14,3,Y,N,E,2,3
1,9,2,2,N,K,Y,B,B,E,3,J,B,10,1,A,R,N,95,12,N,16,A,2,37,1,12,3,Y,N,E,2,2
1,5,18,2,B,K,Y,B,B,E,3,H,B,10,3,A,J,N,97,6,Y,22,A,2,34,1,7,6,Y,N,E,2,5
1,8,17,2,N,A,Y,B,B,D,3,L,B,15,1,A,E,Y,90,11,N,21,A,1,25,1,16,2,Y,Y,E,1,10
5,19,12,4,E,H,N,B,B,G,8,J,C,15,1,A,N,N,40,21,N,2,B,1,37,1,3,4,Y,N,E,1,1
8,19,19,4,W,I,N,B,B,E,8,H,B,15,1,A,L,N,20,11,N,7,A,1,34,1,7,5,N,N,A,1,2
5,5,18,1,B,A,N,B,B,D,3,B,B,10,1,A,H,Y,96,9,N,15,A,2,37,1,17,5,Y,Y,E,2,3
1,17,4,3,N,A,Y,B,B,D,2,B,B,15,1,A,B,N,82,8,N,11,A,3,37,1,7,6,Y,N,E,3,3
2,6,5,4,B,A,N,B,B,B,3,B,B,20,1,A,B,N,27,10,N,4,A,2,40,1,25,7,Y,N,E,2,1
1,14,1,1,N,H,Y,B,B,E,8,J,B,20,1,A,K,N,69,8,N,5,B,1,31,1,21,4,N,N,A,1,1
1,7,13,1,N,A,N,B,B,D,3,B,B,15,1,A,I,N,52,6,Y,5,A,1,34,1,23,4,N,N,A,2,9
1,7,13,4,B,H,Y,B,B,E,3,J,B,20,3,A,N,N,76,8,N,4,B,2,37,1,9,4,Y,N,E,2,1
5,9,14,5,B,I,Y,B,B,F,7,H,B,20,3,A,N,N,85,18,N,20,A,1,40,1,13,2,Y,N,C,1,10
4,15,7,1,N,K,Y,B,B,E,3,H,B,20,1,A,R,N,22,10,N,8,A,2,22,1,21,4,N,N,A,5,2
6,10,14,5,N,H,Y,B,B,D,12,L,B,15,1,A,I,N,4,14,N,14,A,2,40,1,15,6,Y,N,E,2,10
4,3,18,3,W,I,N,B,B,E,12,H,B,10,3,A,K,N,87,7,N,22,A,1,25,1,17,7,Y,N,C,1,12
7,12,18,1,N,K,Y,B,D,E,8,H,B,15,1,A,N,N,45,15,Y,16,A,1,40,1,1,3,Y,N,D,1,11
8,2,19,6,C,K,N,B,B,E,3,H,B,20,1,S,K,N,86,14,N,6,A,2,40,1,25,7,Y,N,D,4,1
4,7,15,2,B,A,N,B,B,D,7,B,B,10,1,A,H,N,44,9,N,11,A,1,31,1,16,5,N,N,A,1,7
1,4,8,5,N,K,N,B,B,E,8,H,D,15,3,A,J,N,64,8,Y,3,A,2,34,1,16,5,N,N,E,2,4
2,15,3,2,C,A,Y,B,B,D,3,L,B,10,3,A,I,N,49,8,N,15,A,2,22,1,21,1,Y,N,C,2,2
1,12,10,3,N,K,Y,B,D,E,3,J,B,5,1,A,K,N,60,7,N,6,A,2,34,1,16,2,Y,N,E,4,3
4,10,15,1,W,A,N,D,B,D,12,L,B,20,1,A,I,N,61,10,N,4,B,2,31,1,16,5,Y,N,E,2,1
1,3,9,6,N,K,N,B,B,E,3,H,B,20,1,A,R,N,13,8,N,12,A,1,31,1,16,6,Y,N,E,1,1
2,15,2,2,W,I,N,B,B,E,8,J,B,15,1,A,R,N,43,12,Y,12,A,2,34,2,5,5,N,N,A,3,5
4,9,19,5,N,K,Y,B,B,E,12,H,B,20,1,A,P,N,86,9,N,22,A,3,40,1,17,3,N,N,E,3,12
4,11,7,5,N,C,N,B,B,D,2,L,B,20,2,A,B,N,47,16,N,6,C,2,40,1,22,4,Y,N,C,2,1
5,7,6,4,B,K,Y,D,B,E,8,J,B,20,3,A,K,N,83,12,N,5,A,2,40,1,17,5,Y,N,E,3,1
1,6,1,1,B,I,N,B,B,E,8,H,B,15,3,A,R,N,46,11,N,3,A,2,34,1,19,6,Y,N,E,2,1
2,1,7,3,C,K,N,B,B,E,8,J,B,20,3,N,N,N,41,15,N,7,A,3,40,1,21,3,Y,N,D,4,10
8,5,19,3,B,I,Y,B,B,E,12,H,A,10,1,A,K,Y,74,9,N,5,A,3,28,1,18,4,Y,Y,E,3,4
4,5,4,2,B,H,Y,B,B,E,12,H,D,20,1,A,J,N,48,8,N,6,B,2,37,1,4,3,Y,N,D,3,1
7,9,17,3,B,I,N,B,B,E,3,H,B,20,1,A,K,N,93,17,N,19,A,2,22,1,7,1,Y,N,E,2,11
2,7,19,6,H,A,Y,B,B,D,3,L,B,15,1,A,E,Y,90,7,N,17,B,2,37,1,4,7,Y,Y,E,2,1
9,8,18,3,N,K,N,B,A,E,12,H,B,15,1,A,K,N,82,13,N,4,A,1,31,1,3,1,Y,N,E,1,4
2,14,19,3,E,C,N,B,B,D,8,B,B,20,2,A,I,Y,83,11,Y,10,C,2,25,1,9,6,Y,Y,E,2,3
1,13,10,1,W,C,N,B,B,D,7,L,B,20,3,W,E,N,52,13,Y,18,A,2,25,1,3,5,Y,N,E,2,6
1,3,19,5,N,K,N,D,B,E,7,J,B,20,3,A,P,N,80,20,N,8,A,1,25,1,18,3,Y,N,C,1,3
1,3,11,2,N,K,N,B,B,E,2,H,B,20,1,A,R,N,83,19,N,12,A,1,34,1,6,6,Y,N,E,1,1
8,9,6,4,N,H,Y,B,B,E,3,H,D,15,3,A,N,N,39,13,N,2,B,1,28,1,17,5,N,N,A,1,1
18,18,18,2,N,B,Y,B,B,D,7,B,B,20,1,A,I,Y,92,9,N,14,A,2,31,1,5,1,Y,Y,E,2,5
1,9,13,2,N,K,N,B,B,E,12,H,B,15,2,A,K,N,98,11,N,22,A,2,22,1,16,7,Y,N,E,2,5
1,12,22,2,E,H,N,B,B,D,8,E,B,10,1,A,D,N,41,19,Y,17,A,1,40,1,17,5,N,N,C,1,11
1,5,10,5,B,K,N,B,B,F,12,H,B,20,1,A,R,Y,64,8,Y,16,C,3,40,1,13,3,Y,Y,E,3,1
1,17,5,4,N,K,N,B,B,G,3,J,B,15,3,A,K,N,69,5,N,8,C,2,34,1,8,3,Y,N,E,2,2
1,9,19,4,B,H,N,B,B,E,7,J,B,20,1,A,N,N,65,17,N,4,B,1,40,1,5,1,N,N,A,1,1
1,3,15,4,N,K,N,B,B,E,3,J,B,10,1,A,K,N,56,9,N,11,A,3,22,1,17,6,Y,N,C,3,4
1,17,5,3,B,A,N,B,B,D,7,A,B,15,3,A,B,N,61,9,N,3,B,2,28,1,20,6,N,N,A,2,1
1,15,15,1,N,C,N,B,D,D,3,B,B,15,1,A,B,N,30,11,N,5,B,2,40,1,5,7,N,N,A,3,1
1,2,19,5,C,A,Y,B,B,D,3,L,B,15,3,A,A,N,52,17,Y,18,A,2,40,1,23,4,Y,N,E,2,2
4,18,1,1,N,K,N,B,B,E,12,H,B,5,4,A,N,N,47,11,Y,4,A,2,40,1,17,6,Y,N,E,2,1
7,16,22,4,N,K,N,B,B,E,3,H,B,10,2,A,K,N,50,12,N,15,A,1,40,1,17,6,N,N,A,2,10
1,14,7,2,E,B,Y,B,B,B,12,A,B,15,2,A,D,N,85,19,N,3,C,2,37,1,12,5,Y,N,E,2,1
4,8,9,1,N,K,N,B,B,E,12,H,B,20,1,A,K,N,61,11,Y,4,A,2,34,1,2,7,Y,N,A,3,2
3,12,18,1,N,C,Y,B,B,D,12,B,B,20,1,A,E,N,47,12,N,9,A,1,40,1,2,6,Y,N,E,1,1
1,16,4,3,N,A,N,B,B,D,3,A,B,20,1,A,B,N,30,10,Y,10,C,1,31,1,9,6,Y,N,E,1,1
3,9,1,1,E,C,N,B,B,D,3,B,B,10,1,A,E,N,41,16,Y,4,B,2,40,1,19,4,N,N,A,4,1
1,4,9,2,S,A,N,B,B,D,3,B,B,10,3,A,B,N,16,9,N,5,A,1,34,1,20,7,N,N,E,4,2
8,5,18,2,B,A,N,B,B,D,8,B,B,15,1,A,I,N,49,8,Y,15,A,2,31,1,12,4,Y,N,E,2,9
1,8,12,2,E,C,Y,B,B,D,8,B,C,10,1,A,B,N,99,13,N,21,C,2,40,1,19,6,Y,N,E,2,1
5,5,17,3,S,K,Y,B,B,E,8,J,B,15,1,A,K,Y,62,7,N,4,C,2,31,1,18,7,Y,Y,E,2,10
1,6,3,2,B,H,Y,B,B,E,12,J,A,10,3,A,N,N,75,10,Y,4,B,1,40,1,10,3,Y,N,E,1,1
4,9,10,7,N,H,N,B,B,D,12,B,B,10,1,A,C,N,81,11,N,9,A,2,37,1,20,4,Y,N,E,4,7
17,6,17,4,N,K,N,B,B,E,12,H,B,20,1,A,K,N,99,7,Y,10,A,2,40,1,3,1,Y,N,C,2,4
1,5,13,3,N,A,Y,B,B,D,12,D,B,20,1,A,A,N,64,8,N,3,A,2,40,1,3,5,Y,N,E,4,3
2,4,5,4,B,A,Y,B,B,B,8,B,B,20,3,A,B,N,62,8,N,6,B,1,34,1,2,7,Y,N,E,1,1
3,7,16,9,B,H,Y,B,B,E,3,H,B,5,1,N,P,N,46,8,Y,4,B,1,37,1,18,7,N,N,D,1,1
2,9,19,5,N,K,Y,B,B,E,12,M,B,15,1,A,K,N,71,12,N,18,A,1,37,1,3,4,N,N,A,1,4
1,4,7,5,W,K,N,B,B,F,3,H,B,10,1,A,R,Y,52,10,N,6,C,1,25,1,9,6,Y,Y,C,3,1
1,7,17,2,N,K,Y,B,B,F,7,J,B,20,1,A,K,N,55,9,Y,12,A,2,28,1,22,6,Y,N,E,2,3
11,1,22,3,N,A,N,B,B,D,3,F,D,5,1,A,I,N,18,8,Y,10,D,2,40,1,20,3,N,N,D,1,1
1,13,22,1,N,C,Y,B,B,D,3,L,B,20,1,A,D,N,84,21,N,8,A,2,37,1,20,1,Y,N,E,2,1
3,3,16,2,N,C,N,B,B,D,7,L,B,15,1,A,I,N,93,8,N,6,C,2,37,1,25,3,Y,N,E,2,1
1,17,17,2,N,A,N,B,B,D,3,B,B,20,1,A,G,N,53,8,N,5,B,3,28,1,12,4,N,N,A,3,1
1,18,4,3,N,A,N,B,B,B,12,B,B,20,1,A,B,Y,81,7,N,7,C,1,31,1,10,4,Y,Y,E,1,4
1,14,19,2,B,I,Y,B,B,E,2,I,D,20,1,A,K,N,80,10,N,11,A,2,37,1,18,6,Y,N,C,3,6
2,1,19,4,C,A,N,B,B,D,8,B,D,15,3,A,I,N,43,23,N,10,D,2,40,1,22,7,Y,N,C,1,4
1,7,19,3,N,K,N,B,B,E,8,M,B,15,1,A,J,N,99,8,Y,16,A,2,28,1,8,7,Y,N,D,2,11
4,2,7,4,C,K,N,B,B,E,7,I,B,20,2,N,N,N,51,12,N,11,A,2,40,1,23,3,Y,N,E,2,2
2,6,11,5,B,K,Y,B,B,E,8,H,B,20,2,A,J,Y,68,9,Y,12,A,2,40,1,25,6,Y,Y,E,2,4
1,6,20,4,B,A,Y,B,B,B,12,B,B,15,3,A,E,N,44,19,N,6,B,2,34,1,19,3,Y,N,E,2,1
5,4,20,5,N,B,Y,D,B,C,3,B,B,20,3,A,I,N,71,19,Y,20,A,2,40,1,19,7,Y,N,D,2,6
6,8,19,4,B,C,N,B,B,D,12,B,B,15,1,A,I,N,64,10,Y,6,A,2,37,1,1,1,Y,N,C,3,3
2,5,13,3,B,A,N,B,B,D,3,B,B,20,3,A,B,N,98,6,N,3,A,2,40,1,11,5,Y,N,E,2,2
8,9,8,4,N,K,N,B,D,F,7,J,B,20,3,A,R,N,51,15,N,6,A,1,28,1,1,3,N,N,A,1,1
1,15,24,2,N,K,Y,B,B,E,3,I,B,15,1,A,K,N,55,10,N,4,A,2,22,1,12,2,Y,N,D,3,3
1,10,18,4,N,K,Y,B,B,E,8,J,B,15,1,A,K,N,33,16,Y,7,C,2,37,1,15,4,N,N,E,2,1
1,14,12,2,N,K,N,B,B,E,8,H,C,5,1,A,R,N,84,19,N,10,A,1,28,1,17,7,Y,N,E,1,10
23,10,20,7,N,K,Y,B,B,E,3,H,B,20,1,A,R,N,27,13,N,13,A,2,40,1,1,3,Y,N,E,2,6
7,15,16,1,N,K,N,B,B,E,8,J,B,15,1,A,K,N,42,10,Y,13,C,2,37,1,17,7,N,N,E,2,1
4,18,3,2,B,C,Y,B,B,B,8,B,B,20,1,A,I,Y,52,19,N,14,A,1,40,1,2,1,Y,Y,C,1,3
2,11,19,5,N,H,N,B,C,E,12,M,B,10,1,A,R,N,28,16,N,3,B,2,37,1,15,3,N,N,A,2,1
8,16,15,6,B,A,N,B,B,D,12,B,B,5,2,A,A,N,42,8,N,13,A,1,40,1,7,7,Y,N,D,1,8
1,14,12,3,B,I,Y,B,B,E,7,H,B,20,3,A,J,N,82,11,N,16,A,5,25,1,18,7,Y,N,E,6,11
6,16,13,1,B,I,N,B,B,E,8,J,B,15,3,A,K,N,85,9,Y,10,A,2,31,1,4,3,N,N,C,2,1
3,8,5,2,W,I,N,B,B,E,3,H,B,20,1,A,K,N,28,15,N,6,A,2,37,1,17,3,N,N,A,2,3
3,10,19,7,W,C,N,B,B,D,3,L,B,10,1,A,I,N,43,34,Y,8,A,2,31,1,17,2,Y,N,C,3,1
1,1,22,4,N,A,N,B,B,D,12,F,B,10,2,A,D,N,31,23,N,5,D,2,37,1,21,4,N,N,E,2,1
1,13,19,3,S,C,Y,B,B,D,3,L,B,20,1,D,I,Y,96,14,N,14,A,2,37,2,7,4,Y,Y,E,2,10
4,2,15,2,C,A,Y,B,B,D,8,B,B,10,2,A,A,N,52,11,Y,10,D,2,34,1,23,2,Y,N,E,3,9
8,18,1,1,N,H,N,B,B,D,3,B,B,15,1,A,I,N,44,13,Y,6,B,1,40,1,13,3,N,N,A,1,1
1,6,4,1,B,A,N,B,B,D,2,B,B,10,3,A,B,N,19,10,Y,3,C,2,37,1,18,2,Y,N,E,2,1
